mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_n_estimators,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.0968559741973877,0.027982254273789343,0.006138324737548828,0.0019183370741703732,2,3,,"{'max_features': 2, 'n_estimators': 3}",-1667498522.4177682,-1550831051.6767921,-1271076475.9271822,-1489602003.1628644,-1310335947.570092,-1457868800.15094,148493038.0990133,18,-505083174.0647875,-481073346.12887675,-387714245.0100681,-449081556.5166709,-422383652.49936086,-449067194.84395283,41565321.45857859
0.251219367980957,0.032386925728309576,0.01691718101501465,0.003715263253883846,2,10,,"{'max_features': 2, 'n_estimators': 10}",-703976097.6490918,-788689347.0233303,-625997588.4127833,-804446774.1762388,-759398230.0943307,-736501607.4711549,65012934.37914266,16,-159353643.41058522,-176450139.30896962,-142754715.89062756,-181532733.27017486,-174269083.18911126,-166872063.0138937,14139050.68203523
0.756367826461792,0.08679056256421525,0.051628732681274415,0.01118300303642427,2,30,,"{'max_features': 2, 'n_estimators': 30}",-544553524.5042032,-528897487.93731254,-507905456.77069086,-545210051.2092197,-551340070.2601216,-535581318.1363096,15698268.341795824,14,-93787194.98092227,-97022650.8682258,-90834095.4353589,-95672431.20063841,-95352926.24770999,-94533859.74657108,2116934.5935721793
0.1484623908996582,0.0128036054493555,0.007273817062377929,0.0018270676301107265,4,3,,"{'max_features': 4, 'n_estimators': 3}",-259183505.30581626,-254578991.86113635,-501974985.9235816,-359756672.8219934,-268343175.61811027,-328767466.30612755,94824182.61881478,12,-80107555.24691078,-87650732.92036574,-141525064.46251154,-118821012.67195725,-87214728.76498444,-103063818.81334594,23423507.3557331
0.4151647090911865,0.03462385211074151,0.014558792114257812,0.00484672926468802,4,10,,"{'max_features': 4, 'n_estimators': 10}",-123565541.9018014,-143028100.83851954,-188734289.69817683,-147359824.1776166,-130209973.71368867,-146579546.0659606,22750170.524622977,8,-32700630.431460362,-39753087.59866833,-45671637.154149875,-38599492.20779712,-36266018.25465934,-38598173.129347004,4279899.03419512
1.302887535095215,0.032072600839848565,0.03790149688720703,0.011862543119753712,4,30,,"{'max_features': 4, 'n_estimators': 30}",-102981868.02448617,-78344060.13100179,-102732078.97345817,-93119599.78690457,-87227832.01981191,-92881087.78713253,9406478.093061915,6,-19627942.049099434,-16860013.603733566,-20354814.962588355,-18513183.52849449,-17535149.3203229,-18578220.69284775,1288616.7348794017
0.1911302089691162,0.01617520396914235,0.005833864212036133,0.0017452739554691856,6,3,,"{'max_features': 6, 'n_estimators': 3}",-273573067.1885491,-181911223.89104182,-121460878.34749983,-156038328.38643244,-250040758.49700516,-196604851.26210564,57074801.04888604,9,-92952238.57904123,-70619968.78604655,-39634017.19044495,-47600388.437934235,-90586341.81206997,-68278590.96110739,21725590.215292186
0.5293694496154785,0.013264144086669505,0.014620590209960937,0.00452247070805712,6,10,,"{'max_features': 6, 'n_estimators': 10}",-70304999.15069027,-44395890.89116561,-41688612.78414597,-38657815.6146063,-47082208.270207025,-48425905.342163034,11292014.630850224,5,-20250553.616719656,-13532194.941825267,-11213515.513433756,-11899152.842447381,-15367028.233847478,-14452489.029654708,3234543.2828626414
1.7844759941101074,0.07400771142060512,0.04139800071716308,0.011388107125118499,6,30,,"{'max_features': 6, 'n_estimators': 30}",-33482725.380734347,-20492421.311868675,-29079599.02042028,-23809898.22270005,-24944476.252085708,-26361824.03756181,4495878.67413198,4,-7873302.004442677,-5069903.197669938,-6166779.543555471,-5739582.740223819,-6822928.461834976,-6334499.189545376,957886.813893685
0.22260923385620118,0.02576737744448668,0.0065305233001708984,0.001548005959973657,8,3,,"{'max_features': 8, 'n_estimators': 3}",-22373773.022471156,-29834903.444007136,-14139565.853893263,-29289603.267346397,-31870407.48186285,-25501650.61391616,6520234.930708358,3,-7689513.208233442,-9817662.976404974,-4942398.690049627,-7823298.967894692,-12762706.040179998,-8607115.976552546,2593101.2147331415
